# px py pz mumu t real imag
0 0 0 0 0 1.136762741e+00 2.388235865e-20
0 0 0 0 1 9.529131472e-02 4.575678805e-21
0 0 0 0 2 1.923922338e-02 -1.866843245e-21
0 0 0 0 3 5.626266986e-03 -2.126048045e-22
0 0 0 0 4 2.167053035e-03 4.753703583e-23
0 0 0 0 5 9.376029669e-04 -1.381149285e-22
0 0 0 0 6 4.211125909e-04 -1.465797973e-22
0 0 0 0 7 1.980061579e-04 -1.480200932e-23
0 0 0 0 8 9.304508027e-05 8.969244994e-23
0 0 0 0 9 4.725807721e-05 4.374888790e-23
0 0 0 0 10 2.800787935e-05 2.099778598e-23
0 0 0 0 11 1.810153934e-05 -3.050475896e-23
0 0 0 0 12 1.086236044e-05 -2.104655652e-24
0 0 0 0 13 5.155076935e-06 9.294131993e-24
0 0 0 0 14 2.563073558e-06 -9.755117063e-24
0 0 0 0 15 1.134120658e-06 -3.316245028e-25
0 0 0 0 16 4.361561132e-07 -7.432962993e-25
0 0 0 0 17 1.012770283e-07 -1.550629172e-24
0 0 0 0 18 -6.367071123e-08 -1.039488326e-24
0 0 0 0 19 -7.383213877e-08 -4.745471661e-25
0 0 0 0 20 -1.676143912e-08 1.460623298e-25
0 0 0 0 21 1.667360893e-08 -3.767118478e-25
0 0 0 0 22 2.897605437e-08 -9.415488777e-26
0 0 0 0 23 3.130873901e-08 1.204815428e-25
0 0 0 0 24 2.264027484e-08 4.310020442e-26
0 0 0 0 25 1.736515211e-08 6.711520113e-26
0 0 0 0 26 1.166326032e-08 2.259968164e-26
0 0 0 0 27 8.398052779e-09 -7.088013841e-27
0 0 0 0 28 4.928659359e-09 -1.458571766e-26
0 0 0 0 29 2.663020970e-09 -3.617518896e-27
0 0 0 0 30 1.167919081e-09 9.711987079e-27
0 0 0 0 31 5.320048685e-10 -1.083993491e-27
0 0 0 0 32 3.495510206e-10 4.390171175e-27
0 0 0 0 33 1.962286677e-10 2.975130356e-27
0 0 0 0 34 9.499075818e-11 9.687335176e-28
0 0 0 0 35 6.239152573e-11 -4.606084870e-28
0 0 0 0 36 4.112960548e-11 -3.955305438e-28
0 0 0 0 37 2.297840922e-11 1.246723786e-28
0 0 0 0 38 1.750905368e-11 4.772685514e-29
0 0 0 0 39 1.182551648e-11 8.711019657e-29
0 0 0 0 40 7.723584734e-12 3.627984977e-29
0 0 0 0 41 4.248195743e-12 -4.012747262e-29
0 0 0 0 42 2.042488513e-12 -1.987127572e-29
0 0 0 0 43 1.870040705e-12 -1.213320819e-30
0 0 0 0 44 9.662386928e-13 -7.967259216e-30
0 0 0 0 45 2.854995870e-13 7.038900798e-30
0 0 0 0 46 -2.743451610e-14 5.804873223e-30
0 0 0 0 47 -3.434268031e-13 -8.533735398e-31
0 0 0 0 48 -5.610163014e-13 1.568296791e-30
0 0 0 0 49 -8.878214673e-13 6.284935336e-30
0 0 0 0 50 -1.103470802e-12 7.101987041e-31
0 0 0 0 51 -9.636296109e-13 -5.356889881e-30
0 0 0 0 52 -9.825821581e-13 1.673074602e-29
0 0 0 0 53 -1.497243353e-12 -2.076056184e-29
0 0 0 0 54 -4.428535311e-13 2.884638611e-29
0 0 0 0 55 -1.853639228e-12 4.939129194e-29
0 0 0 0 56 -4.493672185e-12 1.109422315e-28
0 0 0 0 57 -8.010499785e-12 1.110876392e-29
0 0 0 0 58 -1.870120796e-11 7.128463762e-29
0 0 0 0 59 -3.625683308e-11 -3.138680327e-28
0 0 0 0 60 -8.793975845e-11 4.037889314e-28
0 0 0 0 61 -1.620503904e-10 -4.220190139e-28
