# px py pz mumu t real imag
0 0 0 0 0 1.134300439e+00 -6.312111857e-21
0 0 0 0 1 9.456531351e-02 -7.352149305e-21
0 0 0 0 2 1.916530483e-02 7.433898014e-22
0 0 0 0 3 5.627611724e-03 1.996465032e-21
0 0 0 0 4 2.176642615e-03 7.902385971e-22
0 0 0 0 5 9.616928655e-04 1.140643291e-21
0 0 0 0 6 4.613315407e-04 -5.067701020e-22
0 0 0 0 7 2.264145816e-04 7.023805454e-23
0 0 0 0 8 1.121150969e-04 -9.226618122e-24
0 0 0 0 9 6.253453084e-05 1.692620348e-23
0 0 0 0 10 3.686368245e-05 3.552797276e-23
0 0 0 0 11 2.350528407e-05 2.385096334e-23
0 0 0 0 12 1.418332641e-05 1.758021335e-23
0 0 0 0 13 8.315356498e-06 2.899903175e-24
0 0 0 0 14 4.940497589e-06 3.064920254e-24
0 0 0 0 15 3.107279565e-06 3.646834545e-24
0 0 0 0 16 1.898724008e-06 3.796225868e-24
0 0 0 0 17 9.989036656e-07 3.279944804e-24
0 0 0 0 18 4.911705684e-07 -1.534261885e-24
0 0 0 0 19 2.654012858e-07 -1.945816142e-24
0 0 0 0 20 1.313412038e-07 -5.153099757e-25
0 0 0 0 21 5.185744541e-08 -1.770771851e-25
0 0 0 0 22 1.748117273e-08 1.321681226e-25
0 0 0 0 23 -4.850992957e-09 -2.055008296e-25
0 0 0 0 24 -8.035749412e-09 -6.005558628e-26
0 0 0 0 25 -8.425930672e-09 -5.160668877e-26
0 0 0 0 26 -5.762597193e-09 -3.701798823e-26
0 0 0 0 27 -4.665707326e-09 8.438543711e-27
0 0 0 0 28 -3.469921278e-09 -5.135090063e-27
0 0 0 0 29 -1.943011905e-09 8.313780428e-27
0 0 0 0 30 -1.059524796e-09 -1.193635296e-26
0 0 0 0 31 -7.514808716e-10 5.822902816e-28
0 0 0 0 32 -4.341744400e-10 2.432748424e-27
0 0 0 0 33 -2.220720160e-10 -1.146272673e-27
0 0 0 0 34 -9.950897126e-11 3.447275933e-28
0 0 0 0 35 -3.404660976e-11 9.311732614e-28
0 0 0 0 36 1.624218744e-11 6.338551299e-28
0 0 0 0 37 2.687004387e-11 -2.283605950e-28
0 0 0 0 38 2.060893323e-11 2.402250938e-29
0 0 0 0 39 1.429631269e-11 6.263817514e-29
0 0 0 0 40 1.447987543e-11 -1.335565009e-29
0 0 0 0 41 1.370903348e-11 -2.832575910e-29
0 0 0 0 42 8.862667698e-12 -1.876159100e-29
0 0 0 0 43 5.279538511e-12 1.730549166e-29
0 0 0 0 44 2.648234930e-12 2.421038385e-30
0 0 0 0 45 6.389921516e-13 -3.530229588e-31
0 0 0 0 46 -7.510020779e-14 -1.696214650e-30
0 0 0 0 47 -2.003068216e-13 -1.341328354e-29
0 0 0 0 48 -4.093981749e-14 -3.168732538e-30
0 0 0 0 49 4.356091932e-13 2.439214349e-30
0 0 0 0 50 7.124930867e-13 3.135895432e-31
0 0 0 0 51 5.305699773e-13 3.858504347e-30
