# px py pz mumu t real imag
0 0 0 0 0 1.138012730e+00 -3.963818476e-20
0 0 0 0 1 9.598248484e-02 -7.207302225e-21
0 0 0 0 2 1.986628343e-02 -2.467324671e-23
0 0 0 0 3 5.933074648e-03 6.027238609e-22
0 0 0 0 4 2.342570768e-03 -7.399599100e-22
0 0 0 0 5 1.084114129e-03 -3.319934625e-22
0 0 0 0 6 5.319491890e-04 8.667786532e-23
0 0 0 0 7 2.599937687e-04 -2.633960367e-22
0 0 0 0 8 1.416322083e-04 1.315552408e-22
0 0 0 0 9 7.459369510e-05 5.345775878e-24
0 0 0 0 10 3.769396057e-05 -5.270449128e-24
0 0 0 0 11 1.901079938e-05 -3.953099379e-23
0 0 0 0 12 1.012022436e-05 4.310924161e-23
0 0 0 0 13 5.148714766e-06 -1.767742625e-23
0 0 0 0 14 2.588884142e-06 -4.392831904e-24
0 0 0 0 15 1.130659007e-06 -6.396740552e-24
0 0 0 0 16 5.546052091e-07 -6.599799660e-25
0 0 0 0 17 3.362767044e-07 5.498057587e-24
0 0 0 0 18 1.463539024e-07 -3.541212381e-25
0 0 0 0 19 -7.728262856e-09 -1.497172801e-24
0 0 0 0 20 -6.919609438e-08 -3.723612799e-25
0 0 0 0 21 -3.032712456e-08 -2.654118571e-25
0 0 0 0 22 -9.104664755e-09 -4.333055180e-26
0 0 0 0 23 -1.902166885e-09 6.441069013e-26
0 0 0 0 24 -2.418691528e-09 -2.147949916e-26
0 0 0 0 25 6.293557407e-11 5.524126679e-26
0 0 0 0 26 2.621510222e-10 -4.241554711e-26
0 0 0 0 27 9.290557961e-10 2.638019892e-26
0 0 0 0 28 5.579032611e-11 -1.903799931e-26
0 0 0 0 29 -1.961440387e-10 -5.453167408e-27
0 0 0 0 30 -2.110112852e-10 6.331594841e-28
0 0 0 0 31 -1.682146836e-10 -1.013359625e-27
0 0 0 0 32 -8.380488836e-11 -3.301210325e-27
0 0 0 0 33 6.684886100e-12 1.868688995e-27
0 0 0 0 34 -8.720442067e-12 6.901947438e-28
0 0 0 0 35 -3.276671915e-11 -4.779880788e-28
0 0 0 0 36 -1.331030938e-11 -4.328219401e-28
0 0 0 0 37 -5.305961908e-12 -5.388189613e-28
0 0 0 0 38 -3.581343278e-12 -3.251146932e-28
0 0 0 0 39 2.252846300e-12 -1.009728477e-28
0 0 0 0 40 1.119156633e-11 3.187414058e-32
0 0 0 0 41 8.826540395e-12 9.197885117e-29
0 0 0 0 42 6.292397098e-12 -9.752119607e-29
0 0 0 0 43 4.882728897e-12 -4.646763399e-30
0 0 0 0 44 2.923824731e-12 3.290056494e-29
0 0 0 0 45 1.819145742e-12 -5.128133038e-30
0 0 0 0 46 1.383045083e-12 2.486014446e-30
0 0 0 0 47 8.417100007e-13 2.239615784e-30
0 0 0 0 48 4.317082171e-13 7.687253077e-30
0 0 0 0 49 9.375775663e-14 2.885211576e-30
0 0 0 0 50 2.914747587e-14 3.339803265e-30
0 0 0 0 51 3.634618666e-13 4.759141411e-30
0 0 0 0 52 1.089963904e-12 -2.676002621e-29
0 0 0 0 53 2.622092615e-12 -6.478106109e-30
0 0 0 0 54 4.845573315e-12 -3.103761291e-29
0 0 0 0 55 5.997327377e-12 -3.371841109e-29
0 0 0 0 56 9.746997446e-12 -9.640319374e-29
0 0 0 0 57 1.420500369e-11 -2.931413672e-28
0 0 0 0 58 1.197885265e-11 1.117134461e-28
0 0 0 0 59 5.783378264e-12 3.007607312e-28
0 0 0 0 60 7.098300247e-12 9.256396795e-28
0 0 0 0 61 -1.266194470e-11 1.090421475e-27
0 0 0 0 62 -9.821168669e-11 3.212028983e-27
0 0 0 0 63 -2.593295865e-10 -2.959460990e-28
0 0 0 0 64 -4.696654522e-10 -3.413518233e-28
0 0 0 0 65 -7.030048242e-10 7.362907215e-29
0 0 0 0 66 -1.017304668e-09 7.488225165e-27
0 0 0 0 67 -1.311045644e-09 -1.523512275e-27
0 0 0 0 68 -1.316242173e-09 5.362084788e-27
0 0 0 0 69 -3.120278386e-10 -2.810859317e-26
0 0 0 0 70 1.321089183e-09 9.999995265e-27
0 0 0 0 71 4.956438869e-09 -6.796860072e-26
0 0 0 0 72 1.305229726e-08 4.670135445e-26
0 0 0 0 73 3.124402885e-08 3.004633137e-26
0 0 0 0 74 4.806593728e-08 1.599612701e-25
0 0 0 0 75 7.027195991e-08 3.966246692e-25
0 0 0 0 76 1.142586960e-07 -9.527467583e-26
0 0 0 0 77 1.296148885e-07 2.432405270e-25
0 0 0 0 78 2.633474078e-07 1.418245690e-24
0 0 0 0 79 5.420044048e-07 -2.369428926e-24
0 0 0 0 80 8.716066039e-07 3.439963661e-24
0 0 0 0 81 1.454838068e-06 1.916464994e-24
0 0 0 0 82 2.940005811e-06 -2.728322772e-25
0 0 0 0 83 6.712600396e-06 1.836023270e-23
0 0 0 0 84 1.434049913e-05 5.220567875e-24
0 0 0 0 85 2.596316051e-05 -9.992204475e-24
0 0 0 0 86 4.403353601e-05 -4.160399403e-23
0 0 0 0 87 7.243247019e-05 2.630983648e-24
0 0 0 0 88 1.240866552e-04 3.676288718e-23
0 0 0 0 89 2.337817197e-04 7.796460001e-23
0 0 0 0 90 4.870823546e-04 -7.325072065e-23
0 0 0 0 91 1.041827515e-03 1.273955079e-22
0 0 0 0 92 2.344193312e-03 -1.116283468e-21
0 0 0 0 93 5.973372238e-03 -2.365271263e-21
0 0 0 0 94 1.977474736e-02 7.518554780e-22
0 0 0 0 95 9.609006889e-02 -1.228264982e-20
0 0 0 1 0 1.137119032e+00 2.896248838e-20
0 0 0 1 1 9.552672122e-02 1.373820335e-20
0 0 0 1 2 1.934582044e-02 -2.471182693e-21
0 0 0 1 3 5.704043383e-03 -1.000339242e-21
0 0 0 1 4 2.213532995e-03 7.083283295e-22
0 0 0 1 5 9.816403889e-04 -1.115013616e-22
0 0 0 1 6 4.884915937e-04 2.389057552e-22
0 0 0 1 7 2.557045560e-04 5.688078402e-23
0 0 0 1 8 1.407709742e-04 1.856794293e-23
0 0 0 1 9 7.851831229e-05 1.111473461e-23
0 0 0 1 10 4.520508203e-05 -5.785851716e-23
0 0 0 1 11 2.802780938e-05 1.104178075e-24
0 0 0 1 12 1.613157433e-05 2.507161516e-23
0 0 0 1 13 8.256188714e-06 -1.054221092e-23
0 0 0 1 14 4.273819597e-06 5.811191190e-24
0 0 0 1 15 2.184108180e-06 9.192520398e-24
0 0 0 1 16 1.000330361e-06 -5.790819646e-24
0 0 0 1 17 5.027931397e-07 -3.939003381e-25
0 0 0 1 18 3.289977104e-07 7.779967128e-25
0 0 0 1 19 2.079786569e-07 -8.554273550e-25
0 0 0 1 20 1.328887471e-07 2.184387401e-25
0 0 0 1 21 9.204520831e-08 -4.104285518e-26
0 0 0 1 22 5.083767139e-08 1.281066723e-25
0 0 0 1 23 3.219255246e-08 6.011356756e-26
0 0 0 1 24 2.000584265e-08 7.310117629e-26
