# px py pz mumu t real imag
0 0 0 0 0 1.137493431e+00 5.157843351e-20
0 0 0 0 1 9.541575052e-02 -9.373197111e-21
0 0 0 0 2 1.903031944e-02 1.136966214e-21
0 0 0 0 3 5.358301579e-03 -7.790361160e-23
0 0 0 0 4 1.995139774e-03 1.910221760e-22
0 0 0 0 5 8.690176355e-04 -1.217215658e-22
0 0 0 0 6 4.204553280e-04 -4.407919468e-22
0 0 0 0 7 2.167922639e-04 1.782416700e-22
0 0 0 0 8 1.141278725e-04 1.212097276e-22
0 0 0 0 9 5.992408665e-05 4.572434706e-23
0 0 0 0 10 3.086501552e-05 -1.051333230e-23
0 0 0 0 11 1.649624628e-05 -4.692245638e-23
0 0 0 0 12 9.508345954e-06 -7.268728464e-24
0 0 0 0 13 5.301853766e-06 4.015857366e-24
0 0 0 0 14 2.741566591e-06 -6.570895796e-25
0 0 0 0 15 1.429163636e-06 -3.061512375e-24
0 0 0 0 16 6.519261401e-07 -1.908967660e-24
0 0 0 0 17 2.893428021e-07 1.839876066e-25
0 0 0 0 18 1.169890303e-07 1.784589539e-24
0 0 0 0 19 2.003291006e-08 -5.891371012e-26
0 0 0 0 20 -8.796415913e-10 1.907954763e-25
0 0 0 0 21 -2.002485630e-08 2.046151360e-25
0 0 0 0 22 -1.545875804e-08 -2.217783827e-25
0 0 0 0 23 -1.155963079e-08 -3.081606240e-26
0 0 0 0 24 -6.977881719e-09 -5.693130267e-26
0 0 0 0 25 -3.924875302e-09 4.035792670e-26
0 0 0 0 26 -3.679716698e-09 -4.183748463e-26
0 0 0 0 27 -2.062022877e-09 -5.141124848e-26
0 0 0 0 28 -4.241177086e-10 4.282676551e-27
0 0 0 0 29 -3.949303381e-10 1.051798106e-27
0 0 0 0 30 -1.534955958e-10 2.300913127e-27
0 0 0 0 31 -1.157179389e-10 -4.750276934e-27
0 0 0 0 32 -4.617860516e-11 1.102500908e-27
0 0 0 0 33 1.237420615e-11 -1.456570032e-27
0 0 0 0 34 1.381844006e-11 4.674871384e-28
0 0 0 0 35 6.063197600e-12 3.624954526e-28
0 0 0 0 36 1.790779369e-11 -5.187006971e-28
0 0 0 0 37 2.766478499e-11 3.428486561e-28
0 0 0 0 38 2.080890474e-11 -1.432186988e-28
0 0 0 0 39 1.570268299e-11 4.811733743e-29
0 0 0 0 40 9.727574500e-12 -3.689128438e-29
0 0 0 0 41 7.014549574e-12 -3.510411769e-29
0 0 0 0 42 4.989061390e-12 -1.172588002e-29
0 0 0 0 43 2.680781266e-12 6.660828713e-31
0 0 0 0 44 7.393332809e-13 9.535760637e-31
0 0 0 0 45 6.554916324e-14 -1.531889493e-29
0 0 0 0 46 -1.387079665e-13 -2.161681825e-30
0 0 0 0 47 -2.027950592e-13 -3.418092317e-30
0 0 0 0 48 -4.059343391e-13 -4.196083755e-30
0 0 0 0 49 -5.540700093e-13 -3.417195556e-30
0 0 0 0 50 -1.110729886e-12 8.121189167e-30
0 0 0 0 51 -2.290053897e-12 2.106509951e-30
0 0 0 0 52 -3.558983294e-12 1.892009503e-30
0 0 0 0 53 -5.682086776e-12 -2.382832750e-29
0 0 0 0 54 -7.582841474e-12 5.164544850e-29
0 0 0 0 55 -1.016372752e-11 -3.151774724e-29
0 0 0 0 56 -1.471689952e-11 -4.158260898e-29
0 0 0 0 57 -1.277910298e-11 -1.510314262e-30
0 0 0 0 58 -3.602008984e-12 1.140117786e-28
0 0 0 0 59 7.342308760e-12 1.116615663e-29
0 0 0 0 60 3.177855582e-11 -8.830196202e-28
0 0 0 0 61 6.381377814e-11 -6.501816233e-28
0 0 0 0 62 1.289062993e-10 -1.160549977e-28
0 0 0 0 63 1.075125453e-10 8.499051807e-29
0 0 0 0 64 -5.321853667e-11 -2.643497545e-27
0 0 0 0 65 -1.854253888e-10 -2.650301471e-27
0 0 0 0 66 -5.564457820e-10 1.001453372e-26
0 0 0 0 67 -2.559554624e-10 1.555609053e-27
0 0 0 0 68 4.648066038e-10 -8.517331194e-27
0 0 0 0 69 3.136053593e-09 -2.808344823e-27
0 0 0 0 70 6.765823662e-09 -2.995558772e-26
0 0 0 0 71 9.969942210e-09 -3.615941174e-28
0 0 0 0 72 1.113870271e-08 1.064398187e-25
0 0 0 0 73 2.094913478e-08 -1.385152975e-25
0 0 0 0 74 3.938661569e-08 -3.361139102e-25
0 0 0 0 75 7.517941539e-08 2.341394387e-25
0 0 0 0 76 1.402725079e-07 -4.287664124e-25
0 0 0 0 77 2.197360053e-07 2.470673701e-24
0 0 0 0 78 4.486918180e-07 4.241421097e-25
0 0 0 0 79 8.064688602e-07 8.333211058e-25
0 0 0 0 80 1.283041193e-06 3.760944853e-24
0 0 0 0 81 2.031640503e-06 -3.687325198e-24
0 0 0 0 82 3.431152739e-06 4.982559073e-24
0 0 0 0 83 6.266783138e-06 1.910537809e-23
0 0 0 0 84 1.085036713e-05 -5.422920163e-24
0 0 0 0 85 1.743890927e-05 1.664297086e-23
0 0 0 0 86 3.051434208e-05 4.712596988e-23
0 0 0 0 87 6.202667847e-05 -1.094897537e-22
0 0 0 0 88 1.247707744e-04 4.921462112e-23
0 0 0 0 89 2.397238001e-04 -1.523676382e-22
0 0 0 0 90 4.658210805e-04 -4.946101835e-22
0 0 0 0 91 9.372236643e-04 -6.232482798e-22
0 0 0 0 92 2.061309321e-03 -7.471072674e-22
0 0 0 0 93 5.452088560e-03 -2.016624328e-21
0 0 0 0 94 1.919312150e-02 3.148701776e-21
0 0 0 0 95 9.526542110e-02 1.024012117e-20
0 0 0 1 0 1.138487950e+00 6.300324533e-20
0 0 0 1 1 9.565143633e-02 9.114884115e-21
0 0 0 1 2 1.886517467e-02 -1.032941790e-22
0 0 0 1 3 5.279434110e-03 -8.977429962e-22
0 0 0 1 4 1.945732825e-03 -4.410859837e-22
0 0 0 1 5 8.592434976e-04 -2.024322601e-22
0 0 0 1 6 4.460916201e-04 6.622291662e-24
0 0 0 1 7 2.398059140e-04 -2.496611227e-22
0 0 0 1 8 1.327403536e-04 8.938033870e-23
0 0 0 1 9 7.585127517e-05 -5.192981724e-23
0 0 0 1 10 4.433498662e-05 6.554320882e-23
0 0 0 1 11 2.388646413e-05 -1.771577120e-23
0 0 0 1 12 1.284729655e-05 -2.198622238e-23
0 0 0 1 13 6.670319436e-06 -1.066292557e-23
0 0 0 1 14 3.322333034e-06 6.437672966e-24
0 0 0 1 15 1.616346317e-06 -4.436755679e-24
